0.0,1003.37,31.28,0.26,0.00,1000.00,0.00,446.58,0.00,172.13
0.05,905.94,24.15,0.26,0.00,1000.00,0.00,439.05,0.00,170.81
0.1,858.70,41.52,0.26,0.00,1000.00,0.00,438.22,0.00,178.13
0.15,7.02,81.15,0.27,0.00,1000.00,0.00,439.21,0.00,178.25
0.2,-15.46,5.64,0.27,0.00,1000.00,0.00,439.70,0.00,173.64
0.25,756.80,104.19,0.26,0.00,1000.00,0.00,438.66,0.00,163.51
0.3,-11.77,6.87,0.27,0.00,1000.00,0.00,439.16,0.00,158.85
0.35,26.95,17.86,0.26,0.00,1000.00,0.00,439.34,0.00,149.67
0.4,26.10,4.56,0.26,0.00,1000.00,0.00,439.15,0.00,146.2
0.45,-12.17,12.57,0.25,0.00,1000.00,0.00,438.32,0.00,79.77
0.5,-5.70,12.77,0.25,0.00,1000.00,0.00,438.86,0.00,73.85
0.55,-15.62,1.77,0.25,0.00,1000.00,0.00,439.01,0.00,78.67
0.6,-14.15,1.36,0.25,0.00,1000.00,0.00,438.37,0.00,63.2
0.65,-14.62,1.72,0.24,0.00,1000.00,0.00,438.85,0.00,64.29
0.7,-12.54,4.67,0.24,0.00,1000.00,0.00,438.69,0.00,63.31
